,ID,Table,Person,Arrival,Duration,Tentative Departure,Departure,Indicator,Neighbors
160,160,P,2,2019-01-01 20:13:57.709324,89.04239935239632,2019-01-01 21:34:54.567470,2019-01-01 21:43:00.253285,1,"[(3, 158), (2, 160), (6, 167)]"
161,161,V,4,2019-01-01 20:02:53.504789,101.36714489559415,2019-01-01 21:35:02.621783,2019-01-01 21:44:15.533483,1,"[(2, 177)]"
162,162,A1,5,2019-01-01 20:49:25.271301,50.56670901794416,2019-01-01 21:35:23.455429,2019-01-01 21:39:59.273842,1,"[(8, 154), (5, 162), (2, 191)]"
163,163,J,3,2019-01-01 20:31:05.796991,65.10429783589679,2019-01-01 21:36:12.054861,2019-01-01 21:36:12.054861,0,[]
164,164,K1,2,2019-01-01 20:57:47.466875,38.56623709675185,2019-01-01 21:36:21.441101,2019-01-01 21:36:21.441101,0,[]
165,165,J1,3,2019-01-01 20:42:35.947034,56.56619433676432,2019-01-01 21:39:09.918694,2019-01-01 21:39:09.918694,0,[]
166,166,K,3,2019-01-01 20:39:29.901926,60.25079863470522,2019-01-01 21:39:44.949844,2019-01-01 21:39:44.949844,0,[]
167,167,P,6,2019-01-01 20:25:39.439256,81.87479100292207,2019-01-01 21:40:05.336947,2019-01-01 21:47:31.926716,1,"[(2, 160), (6, 167)]"
168,168,F1,3,2019-01-01 20:43:50.411007,56.7572135085989,2019-01-01 21:40:35.843818,2019-01-01 21:40:35.843818,0,[]
169,169,M1,8,2019-01-01 20:17:47.619655,92.40229106317179,2019-01-01 21:41:47.744622,2019-01-01 21:50:11.757119,1,"[(7, 183), (6, 193)]"
170,170,D1,2,2019-01-01 20:36:05.543821,65.89385868484311,2019-01-01 21:41:59.175342,2019-01-01 21:41:59.175342,0,[]
171,171,C,3,2019-01-01 20:51:24.712945,56.21543863367431,2019-01-01 21:42:31.009598,2019-01-01 21:47:37.639263,1,"[(6, 176), (7, 186), (8, 192)]"
172,172,A,7,2019-01-01 20:41:33.029598,67.30199234402473,2019-01-01 21:42:44.047362,2019-01-01 21:48:51.149139,1,"[(1, 175)]"
173,173,E1,8,2019-01-01 20:31:35.447943,71.39606663101766,2019-01-01 21:42:59.211941,2019-01-01 21:42:59.211941,0,[]
174,174,Z,6,2019-01-01 20:54:29.663059,49.39473992031463,2019-01-01 21:43:53.347454,2019-01-01 21:43:53.347454,0,[]
175,175,A,1,2019-01-01 20:53:39.424453,55.70941904251432,2019-01-01 21:44:18.120037,2019-01-01 21:49:21.989596,1,"[(7, 172), (1, 175)]"
176,176,C,6,2019-01-01 20:35:42.076391,75.85136656205631,2019-01-01 21:44:39.423658,2019-01-01 21:51:33.158385,1,"[(3, 171), (6, 176), (7, 186), (8, 192)]"
177,177,V,2,2019-01-01 20:47:28.079881,59.350286957716484,2019-01-01 21:46:49.097098,2019-01-01 21:46:49.097098,0,[]
178,178,H1,3,2019-01-01 20:50:41.091320,62.547555765464566,2019-01-01 21:47:32.776180,2019-01-01 21:53:13.944666,1,"[(7, 182)]"
179,179,B1,8,2019-01-01 20:50:19.932133,57.25185556612462,2019-01-01 21:47:35.043467,2019-01-01 21:47:35.043467,0,[]
180,180,L,6,2019-01-01 20:48:34.341293,59.93321597155998,2019-01-01 21:48:30.334251,2019-01-01 21:48:30.334251,0,[]
181,181,F,8,2019-01-01 20:43:31.176507,65.86190564912759,2019-01-01 21:49:22.890846,2019-01-01 21:49:22.890846,0,[]
182,182,H1,7,2019-01-01 20:35:36.878013,81.24401366202346,2019-01-01 21:49:28.369667,2019-01-01 21:56:51.518833,1,"[(3, 178), (7, 182)]"
183,183,M1,7,2019-01-01 20:39:48.077346,78.65191167237226,2019-01-01 21:51:18.181619,2019-01-01 21:58:27.192046,1,"[(6, 193)]"
184,184,C1,7,2019-01-01 20:40:24.641235,71.33094980851183,2019-01-01 21:51:44.498224,2019-01-01 21:51:44.498224,0,[]
185,185,N1,6,2019-01-01 20:35:14.899000,84.64386542983958,2019-01-01 21:52:11.837114,2019-01-01 21:59:53.530926,1,"[(4, 196)]"
186,186,C,7,2019-01-01 20:50:55.638555,67.70549069982975,2019-01-01 21:52:28.665320,2019-01-01 21:58:37.967997,1,"[(8, 192)]"
187,187,R,6,2019-01-01 20:44:55.081465,67.60057747169469,2019-01-01 21:52:31.116113,2019-01-01 21:52:31.116113,0,[]
188,188,Y,5,2019-01-01 20:57:30.691953,60.57838755064889,2019-01-01 21:52:34.967638,2019-01-01 21:58:05.395206,1,"[(8, 195), (3, 198)]"
189,189,E,4,2019-01-01 20:54:12.438677,59.28934885137275,2019-01-01 21:53:29.799608,2019-01-01 21:53:29.799608,0,[]
190,190,W,5,2019-01-01 20:35:23.821562,79.59591565738793,2019-01-01 21:54:59.576501,2019-01-01 21:54:59.576501,0,[]
191,191,A1,2,2019-01-01 20:59:13.372463,55.90036659049536,2019-01-01 21:55:07.394458,2019-01-01 21:55:07.394458,0,[]
192,192,C,8,2019-01-01 20:44:38.048657,78.1009761827831,2019-01-01 21:55:38.101903,2019-01-01 22:02:44.107228,1,"[(7, 186), (8, 192)]"
193,193,M1,6,2019-01-01 20:34:16.209876,91.33584144641485,2019-01-01 21:57:18.164864,2019-01-01 22:05:36.360363,1,"[(7, 183), (6, 193)]"
194,194,H,1,2019-01-01 20:54:04.579072,64.00751165814593,2019-01-01 21:58:05.029771,2019-01-01 21:58:05.029771,0,[]
195,195,Y,8,2019-01-01 20:38:49.033883,87.65264642887348,2019-01-01 21:58:30.087325,2019-01-01 22:06:28.192669,1,"[(3, 198)]"
196,196,N1,4,2019-01-01 20:38:41.020108,84.11339768555037,2019-01-01 22:02:47.823969,2019-01-01 22:02:47.823969,0,[]
197,197,M,6,2019-01-01 20:59:02.549871,64.683452446864,2019-01-01 22:03:43.557018,2019-01-01 22:03:43.557018,0,[]
198,198,Y,3,2019-01-01 20:58:37.720878,69.04154581149842,2019-01-01 22:07:40.213627,2019-01-01 22:07:40.213627,0,[]
199,199,D,5,2019-01-01 20:52:13.193667,96.63771299203557,2019-01-01 22:28:51.456447,2019-01-01 22:28:51.456447,0,[]
