,0
0,2383.8914011875
1,2416.3052837790187
2,2406.8734005825895
3,2421.6249897991074
4,2533.4182407857143
5,2581.8593244107137
6,2335.189370136161
7,2324.800060502232
8,2498.024050142857
9,2373.3659846316964
10,2577.166611631696
11,2456.5718779620533
12,2578.239895772322
13,2581.9629239933033
14,2523.4912149107145
15,2412.7075503950896
16,2394.1303862991076
17,2488.0117134464285
18,2503.4032525000002
19,2376.927559408482
20,2365.0198892857143
21,2602.583702573661
22,2449.399954970982
23,2541.0958521875004
24,2505.320483535714
25,2440.0539464486606
26,2423.5138160625
27,2451.708310861607
28,2626.534888955357
29,2494.185375258928
30,2412.480934136161
31,2470.591910613839
32,2348.1830404776783
33,2502.0548351160714
34,2499.0669067767853
35,2432.6100838392854
36,2594.3546588147324
37,2440.843337736607
38,2499.2131132745535
39,2479.8123008883927
40,2564.552253560268
41,2455.4118057767855
42,2372.080824720982
43,2608.824762285714
44,2496.821850743304
45,2406.7116608727674
46,2472.1565019642853
47,2432.3512496049107
48,2514.00489290625
49,2553.4503225870535
50,2422.0327665044642
51,2476.919229082589
52,2529.225284261161
53,2404.634353274553
54,2402.470504566965
55,2614.1344849174106
56,2573.683671205357
57,2472.3544780223215
58,2308.2534335200894
59,2555.0686711049107
60,2498.5843076316964
61,2492.235373863839
62,2411.6658927254466
63,2459.5752450558034
64,2450.9268673214287
65,2604.4404465535713
66,2410.421538714286
67,2565.94746734375
68,2482.1692417142854
69,2440.1682983504465
70,2469.3775620200895
71,2455.2022649129462
72,2485.1624743973216
73,2407.5930204575893
74,2480.7862253325898
75,2612.3021668883925
76,2388.5220116450896
77,2618.691268752232
78,2352.890827225446
79,2619.879700285714
80,2466.2166247611603
81,2366.771094595982
82,2421.2971019330357
83,2573.5319264174104
84,2549.2194407254465
85,2431.1574299665176
86,2452.5943485491075
87,2509.3433323482145
88,2337.5613542812503
89,2449.716063089286
90,2501.627534174107
91,2401.6503920691966
92,2434.5176677812497
93,2591.3042968147315
94,2420.4697578437504
95,2508.9647750513395
96,2538.0076118883926
97,2485.4353801316965
98,2596.1042135111607
99,2433.902704714286
100,2587.99091565625
