,0
0,976.2700296735906
1,1055.3590504451038
2,974.0860534124629
3,1016.839762611276
4,916.8575667655787
5,899.0919881305638
6,982.0623145400593
7,962.3056379821959
8,985.2522255192879
9,931.1780415430267
10,982.8278931750742
11,996.3175074183977
12,949.7774480712167
13,918.8338278931751
14,1012.1839762611276
15,953.839762611276
16,922.9080118694362
17,1066.9169139465876
18,1045.2848664688427
19,986.3560830860534
20,981.5994065281899
21,1002.513353115727
22,893.2759643916914
23,990.5252225519288
24,887.0356083086053
25,960.9792284866469
26,972.1899109792284
27,960.7032640949554
28,978.646884272997
29,1007.2225519287833
30,1038.7507418397627
31,960.5014836795252
32,972.1127596439169
33,966.3857566765579
34,974.4213649851632
35,940.8991097922849
36,1032.6350148367953
37,889.2077151335311
38,967.8338278931751
39,972.7626112759644
40,959.3115727002968
41,1014.299703264095
42,923.5578635014837
43,975.2759643916914
44,958.9792284866469
45,974.5074183976261
46,905.2077151335311
47,949.5964391691394
48,932.7299703264094
49,944.1899109792284
50,1030.9109792284867
51,964.4510385756677
52,940.4510385756677
53,955.2937685459941
54,967.1839762611276
55,974.1424332344213
56,961.2789317507419
57,1023.7032640949554
58,909.7181008902077
59,997.8189910979229
60,1056.112759643917
61,973.4213649851632
62,908.6112759643917
63,926.4094955489614
64,943.406528189911
65,920.7062314540059
66,924.7893175074184
67,948.973293768546
68,916.6854599406528
69,979.4985163204748
70,994.379821958457
71,884.160237388724
72,967.6112759643917
73,943.7774480712167
74,949.4718100890208
75,966.6824925816023
76,907.0356083086053
77,931.486646884273
78,1014.4807121661721
79,924.6676557863501
80,1040.626112759644
81,951.7210682492581
82,953.6231454005934
83,946.7329376854599
84,961.9673590504451
85,873.9050445103858
86,968.0415430267062
87,1024.6498516320476
88,939.4807121661721
89,1080.2314540059347
90,954.0059347181009
91,952.6706231454006
92,975.8813056379822
93,1023.0296735905044
94,1030.8367952522256
95,983.6350148367952
96,956.1572700296736
97,996.0148367952522
98,991.7893175074184
99,986.0148367952522
100,967.7715133531158
101,972.3827893175074
102,906.6913946587537
103,870.6676557863501
104,942.1127596439169
105,972.2700296735906
106,938.4272997032641
107,946.4629080118694
108,1009.5311572700297
109,955.946587537092
110,989.3590504451039
111,1022.2908011869437
112,888.1899109792284
113,978.5578635014837
114,1023.0059347181009
115,985.7299703264094
116,963.2284866468842
117,1054.646884272997
118,911.1127596439169
119,1000.2640949554897
120,993.0059347181009
121,1003.2106824925816
122,983.6290801186943
123,924.1632047477744
124,912.1661721068249
125,950.1186943620178
126,950.4183976261128
127,1002.1780415430267
128,987.459940652819
129,982.4213649851632
130,1020.353115727003
131,905.0415430267062
132,919.86646884273
133,934.9258160237389
134,950.186943620178
135,973.486646884273
136,997.4658753709199
137,915.0830860534124
138,915.3857566765579
139,1065.9080118694362
140,983.8605341246291
141,989.513353115727
142,892.4629080118694
143,1011.1810089020771
144,1000.7181008902077
145,931.5222551928783
146,917.7774480712167
147,926.5489614243323
148,918.8753709198813
149,1029.7774480712167
150,948.0712166172107
151,961.9673590504451
152,942.5905044510386
153,945.3620178041543
154,928.7477744807121
155,975.3234421364986
156,960.6943620178041
157,943.2967359050446
158,970.9169139465876
159,911.8753709198813
160,963.8278931750742
161,953.9228486646884
162,968.5964391691394
163,987.7240356083086
164,1041.605341246291
165,974.4718100890208
166,1011.1483679525222
167,941.1750741839762
168,963.4005934718101
169,946.2255192878338
170,957.0178041543027
171,895.7240356083086
172,965.4955489614243
173,975.1661721068249
174,1031.7626112759644
175,990.6231454005934
176,991.0445103857567
177,884.6617210682492
178,960.5548961424332
179,904.6854599406528
180,970.4896142433234
181,896.3738872403561
182,932.3115727002968
183,979.646884272997
184,974.9436201780416
185,999.8902077151336
186,975.9169139465876
187,987.3887240356083
188,992.1572700296736
189,936.4807121661721
190,946.7804154302671
191,939.7299703264094
192,959.3976261127597
193,924.2908011869437
194,1057.6943620178042
195,977.813056379822
196,963.0504451038576
197,921.1780415430267
198,928.0059347181009
199,961.4807121661721
