ID,Person,Table,Library,Arrival,Departure,Num_Breaks,Break_Start,Break_End,fromStart,tillEnd,Neighbors,Known,yourName,yourTable,yourSeat
6886,8,A,Main Stacks,12:01:06 AM,12:25:48 AM,0,"[datetime.datetime(2019, 4, 1, 18, 1, 16, 332797)]",[],0,1,"[(1, 7726), (12, 9769), (5, 9798), (10, 3629), (9, 1667), (7, 4654)]",[],Yeeling,A,3
4654,7,A,Main Stacks,12:16:21 AM,12:25:48 AM,0,[],[],0,1,"[(1, 7726), (12, 9769), (5, 9798), (10, 3629), (9, 1667), (8, 6886)]",[],Yeeling,A,3
2404,3,B,Main Stacks,12:10:12 AM,12:25:48 AM,3,"[datetime.datetime(2019, 4, 1, 16, 2, 56, 313765), datetime.datetime(2019, 4, 1, 16, 27, 55, 53220), datetime.datetime(2019, 4, 1, 17, 3, 1, 594830)]","[datetime.datetime(2019, 4, 1, 16, 25, 43, 27062), datetime.datetime(2019, 4, 1, 16, 36, 11, 483816), datetime.datetime(2019, 4, 1, 17, 7, 17, 882260)]",1,1,"[(10, 1088), (12, 6410), (5, 6052), (6, 3778), (1, 4014), (7, 6055), (10, 1116), (2, 6776), (8, 3233), (7, 8376)]",[],Yeeling,A,3
6410,12,B,Main Stacks,12:10:12 AM,12:25:48 AM,1,"[datetime.datetime(2019, 4, 1, 15, 45, 8, 18034)]","[datetime.datetime(2019, 4, 1, 15, 54, 28, 437565)]",1,1,"[(3, 2404), (10, 1088), (5, 6052), (6, 3778), (1, 4014), (7, 6055), (10, 1116), (2, 6776), (8, 3233), (7, 8376)]",[],Yeeling,A,3
3778,6,B,Main Stacks,12:18:00 AM,12:25:48 AM,1,"[datetime.datetime(2019, 4, 1, 15, 32, 7, 604718)]","[datetime.datetime(2019, 4, 1, 15, 37, 41, 776604)]",0,1,"[(3, 2404), (10, 1088), (12, 6410), (5, 6052), (1, 4014), (7, 6055), (10, 1116), (2, 6776), (8, 3233), (7, 8376)]",[],Yeeling,A,3
1116,10,B,Main Stacks,12:58:09 AM,12:25:48 AM,1,"[datetime.datetime(2019, 4, 1, 17, 17, 14, 827401)]","[datetime.datetime(2019, 4, 1, 17, 18, 4, 315377)]",0,1,"[(3, 2404), (12, 6410), (5, 6052), (6, 3778), (1, 4014), (2, 6776), (8, 3233), (7, 8376)]",[],Yeeling,A,3
8376,7,B,Main Stacks,12:56:57 AM,12:25:48 AM,0,[],[],0,1,"[(3, 2404), (12, 6410), (5, 6052), (6, 3778), (1, 4014), (10, 1116), (8, 3233)]",[],Yeeling,A,3
8106,7,B,Main Stacks,12:19:56 AM,12:30:22 AM,0,[],[],1,0,"[(2, 4584), (3, 1752), (8, 1502)]",[],Yeeling,A,1
1502,8,B,Main Stacks,12:19:56 AM,12:30:22 AM,0,[],[],1,0,"[(2, 4584), (3, 1752), (7, 8106)]",[],Yeeling,A,1
3934,5,A,Main Stacks,12:15:30 AM,12:12:09 AM,0,"[datetime.datetime(2019, 4, 24, 21, 21, 30, 540436), datetime.datetime(2019, 4, 24, 21, 32, 54, 123064), datetime.datetime(2019, 4, 24, 21, 44, 0, 237618), datetime.datetime(2019, 4, 24, 21, 44, 9, 782086), datetime.datetime(2019, 4, 24, 21, 44, 51, 452716)]",[],0,0,"[(4, 1492), (8, 5028), (2, 7971)]","[(6, 4638)]",Yeeling,A,1
7309,1,C,Main Stacks,12:19:56 AM,12:18:00 AM,0,[],[],1,0,"[(3, 8780)]",[],Yeeling,A,1
1492,4,A,Main Stacks,12:19:56 AM,12:26:05 AM,1,"[datetime.datetime(2019, 4, 24, 20, 36, 23, 625523)]","[datetime.datetime(2019, 4, 24, 20, 47, 30, 17542)]",1,0,"[(8, 5028), (2, 7971), (5, 3934), (5, 6937)]","[(8, 5028), (5, 3934)]",Yeeling,A,1
5028,8,A,Main Stacks,12:19:56 AM,12:26:05 AM,2,"[datetime.datetime(2019, 4, 24, 20, 36, 1, 449617), datetime.datetime(2019, 4, 24, 21, 1, 2, 437646)]","[datetime.datetime(2019, 4, 24, 20, 36, 10, 568516), datetime.datetime(2019, 4, 24, 21, 26, 27, 475919)]",1,0,"[(4, 1492), (2, 7971), (5, 3934), (5, 6937)]","[(4, 1492)]",Yeeling,A,1
8780,3,C,Main Stacks,12:40:55 AM,12:08:42 AM,0,[],[],0,0,"[(1, 7309)]",[],Yeeling,A,1
6937,5,A,Main Stacks,12:22:04 AM,12:21:06 AM,0,[],[],0,0,"[(4, 1492), (8, 5028), (2, 7971), (6, 4638), (4, 9061)]",[],Yeeling,A,1
4638,6,A,Main Stacks,12:15:30 AM,12:21:06 AM,0,"[datetime.datetime(2019, 4, 24, 22, 48, 56, 978288)]",[],0,0,"[(2, 7971), (4, 9061), (5, 6937)]","[5, 3934]",Yeeling,A,1
7971,2,A,Main Stacks,12:57:58 AM,,0,[],[],0,0,"[(4, 1492), (8, 5028), (5, 3934), (6, 4638), (4, 9061), (5, 6937)]",[],Yeeling,A,1
9061,4,A,Main Stacks,12:54:58 AM,,1,"[datetime.datetime(2019, 4, 24, 23, 31, 18, 185330)]","[datetime.datetime(2019, 4, 24, 23, 31, 49, 501774)]",0,0,"[(2, 7971), (6, 4638), (5, 6937)]",[],Yeeling,A,1
4584,2,B,Main Stacks,12:19:56 AM,,0,[],[],1,0,"[(3, 1752), (7, 8106), (8, 1502), (8, 5625), (5, 5812), (6, 3300)]","[(3, 1752)]",Yeeling,A,1
1752,3,B,Main Stacks,12:19:56 AM,,1,"[datetime.datetime(2019, 4, 24, 20, 46, 20, 929056), datetime.datetime(2019, 4, 24, 22, 10, 57, 68002)]","[datetime.datetime(2019, 4, 24, 20, 49, 39, 732717)]",1,0,"[(2, 4584), (7, 8106), (8, 1502), (8, 5625), (5, 5812), (6, 3300)]","[(2, 4584)]",Yeeling,A,1
5625,8,B,Main Stacks,12:30:51 AM,,0,[],[],0,0,"[(2, 4584), (3, 1752), (5, 5812), (6, 3300)]",[],Yeeling,A,1
5812,5,B,Main Stacks,12:31:05 AM,,0,[],[],0,0,"[(2, 4584), (3, 1752), (8, 5625), (6, 3300)]","[(6, 3300)]",Yeeling,A,1
3300,6,B,Main Stacks,12:31:05 AM,,1,"[datetime.datetime(2019, 4, 24, 20, 36, 39, 472498)]","[datetime.datetime(2019, 4, 24, 20, 49, 58, 3374)]",0,0,"[(2, 4584), (3, 1752), (8, 5625), (5, 5812)]","[(5, 5812)]",Yeeling,A,1
